"Income.Group","Region","Country","Year","Indicator","Value"
"Upper middle income","East Asia & Pacific","China",1995,"GDPpcapr",191.79
"Upper middle income","East Asia & Pacific","China",1995,"FDIGDPr",505.06
"Upper middle income","East Asia & Pacific","China",1995,"FDIusdr",1273.96
"Upper middle income","East Asia & Pacific","China",1995,"HDIr",109.58
"Upper middle income","East Asia & Pacific","China",1995,"LEIr",101.46
"Upper middle income","East Asia & Pacific","China",1995,"IncIr",118.45
"Upper middle income","East Asia & Pacific","China",1995,"EduIr",109.14
"Upper middle income","East Asia & Pacific","China",1995,"EPIr",100
"Upper middle income","East Asia & Pacific","China",1995,"EFIr",100
"Upper middle income","East Asia & Pacific","China",1995,"ESGcompr",103.56
"Upper middle income","East Asia & Pacific","China",1996,"Urbanr",120.83
"Upper middle income","East Asia & Pacific","China",1996,"AgingPopr",112.5
"Upper middle income","East Asia & Pacific","China",1996,"FemLabr",99.78
"Upper middle income","East Asia & Pacific","China",1996,"Unemployr",129.17
"Upper middle income","East Asia & Pacific","China",1996,"GDPgr",254.11
"Upper middle income","East Asia & Pacific","China",1996,"GDPpcapr",223.17
"Upper middle income","East Asia & Pacific","China",1996,"FDIGDPr",481.4
"Upper middle income","East Asia & Pacific","China",1996,"FDIusdr",1432.67
"Upper middle income","East Asia & Pacific","China",1996,"HDIr",111.38
"Upper middle income","East Asia & Pacific","China",1996,"LEIr",101.98
"Upper middle income","East Asia & Pacific","China",1996,"IncIr",121.36
"Upper middle income","East Asia & Pacific","China",1996,"EduIr",111.11
"Upper middle income","East Asia & Pacific","China",1996,"EPIr",99.98
"Upper middle income","East Asia & Pacific","China",1996,"EFIr",98.65
"Upper middle income","East Asia & Pacific","China",1996,"ESGcompr",103.79
"Upper middle income","East Asia & Pacific","China",1997,"Urbanr",124.62
"Upper middle income","East Asia & Pacific","China",1997,"AgingPopr",114.29
"Upper middle income","East Asia & Pacific","China",1997,"FemLabr",99.78
"Upper middle income","East Asia & Pacific","China",1997,"Unemployr",133.33
"Upper middle income","East Asia & Pacific","China",1997,"GDPgr",236.26
"Upper middle income","East Asia & Pacific","China",1997,"GDPpcapr",245.92
"Upper middle income","East Asia & Pacific","China",1997,"FDIGDPr",489.01
"Upper middle income","East Asia & Pacific","China",1997,"FDIusdr",1568.46
"Upper middle income","East Asia & Pacific","China",1997,"HDIr",112.97
"Upper middle income","East Asia & Pacific","China",1997,"LEIr",102.65
"Upper middle income","East Asia & Pacific","China",1997,"IncIr",124.51
"Upper middle income","East Asia & Pacific","China",1997,"EduIr",112.84
"Upper middle income","East Asia & Pacific","China",1997,"EPIr",100.18
"Upper middle income","East Asia & Pacific","China",1997,"EFIr",99.42
"Upper middle income","East Asia & Pacific","China",1997,"ESGcompr",104.81
"Upper middle income","East Asia & Pacific","China",1998,"Urbanr",128.41
"Upper middle income","East Asia & Pacific","China",1998,"AgingPopr",117.86
"Upper middle income","East Asia & Pacific","China",1998,"FemLabr",99.78
"Upper middle income","East Asia & Pacific","China",1998,"Unemployr",133.33
"Upper middle income","East Asia & Pacific","China",1998,"GDPgr",200.6
"Upper middle income","East Asia & Pacific","China",1998,"GDPpcapr",260.65
"Upper middle income","East Asia & Pacific","China",1998,"FDIGDPr",459.02
"Upper middle income","East Asia & Pacific","China",1998,"FDIusdr",1547.5
"Upper middle income","East Asia & Pacific","China",1998,"HDIr",114.57
"Upper middle income","East Asia & Pacific","China",1998,"LEIr",103.31
"Upper middle income","East Asia & Pacific","China",1998,"IncIr",126.7
"Upper middle income","East Asia & Pacific","China",1998,"EduIr",114.81
"Upper middle income","East Asia & Pacific","China",1998,"EPIr",100.25
"Upper middle income","East Asia & Pacific","China",1998,"EFIr",102.12
"Upper middle income","East Asia & Pacific","China",1998,"ESGcompr",106.36
"Upper middle income","East Asia & Pacific","China",1999,"Urbanr",132.2
"Upper middle income","East Asia & Pacific","China",1999,"AgingPopr",119.64
"Upper middle income","East Asia & Pacific","China",1999,"FemLabr",99.78
"Upper middle income","East Asia & Pacific","China",1999,"Unemployr",137.5
"Upper middle income","East Asia & Pacific","China",1999,"GDPgr",196.24
"Upper middle income","East Asia & Pacific","China",1999,"GDPpcapr",274.72
"Upper middle income","East Asia & Pacific","China",1999,"FDIGDPr",387.97
"Upper middle income","East Asia & Pacific","China",1999,"FDIusdr",1391.72
"Upper middle income","East Asia & Pacific","China",1999,"HDIr",116.37
"Upper middle income","East Asia & Pacific","China",1999,"LEIr",103.97
"Upper middle income","East Asia & Pacific","China",1999,"IncIr",129.13
"Upper middle income","East Asia & Pacific","China",1999,"EduIr",116.79
"Upper middle income","East Asia & Pacific","China",1999,"EPIr",100.11
"Upper middle income","East Asia & Pacific","China",1999,"EFIr",105.38
"Upper middle income","East Asia & Pacific","China",1999,"ESGcompr",108.09
"Upper middle income","East Asia & Pacific","China",2000,"Urbanr",135.98
"Upper middle income","East Asia & Pacific","China",2000,"AgingPopr",121.43
"Upper middle income","East Asia & Pacific","China",2000,"FemLabr",99.78
"Upper middle income","East Asia & Pacific","China",2000,"Unemployr",137.5
"Upper middle income","East Asia & Pacific","China",2000,"GDPgr",217.33
"Upper middle income","East Asia & Pacific","China",2000,"GDPpcapr",301.8
"Upper middle income","East Asia & Pacific","China",2000,"FDIGDPr",359.62
"Upper middle income","East Asia & Pacific","China",2000,"FDIusdr",1410.74
"Upper middle income","East Asia & Pacific","China",2000,"HDIr",117.96
"Upper middle income","East Asia & Pacific","China",2000,"LEIr",104.63
"Upper middle income","East Asia & Pacific","China",2000,"IncIr",131.8
"Upper middle income","East Asia & Pacific","China",2000,"EduIr",118.77
"Upper middle income","East Asia & Pacific","China",2000,"EPIr",103.28
"Upper middle income","East Asia & Pacific","China",2000,"EFIr",108.46
"Upper middle income","East Asia & Pacific","China",2000,"ESGcompr",110.49
"Upper middle income","East Asia & Pacific","China",2001,"Urbanr",140.53
"Upper middle income","East Asia & Pacific","China",2001,"AgingPopr",123.21
"Upper middle income","East Asia & Pacific","China",2001,"FemLabr",99.56
"Upper middle income","East Asia & Pacific","China",2001,"Unemployr",158.33
"Upper middle income","East Asia & Pacific","China",2001,"GDPgr",213.45
"Upper middle income","East Asia & Pacific","China",2001,"GDPpcapr",331.29
"Upper middle income","East Asia & Pacific","China",2001,"FDIGDPr",363.55
"Upper middle income","East Asia & Pacific","China",2001,"FDIusdr",1405.98
"Upper middle income","East Asia & Pacific","China",2001,"HDIr",119.56
"Upper middle income","East Asia & Pacific","China",2001,"LEIr",105.29
"Upper middle income","East Asia & Pacific","China",2001,"IncIr",134.47
"Upper middle income","East Asia & Pacific","China",2001,"EduIr",120.49
"Upper middle income","East Asia & Pacific","China",2001,"EPIr",107.47
"Upper middle income","East Asia & Pacific","China",2001,"EFIr",101.15
"Upper middle income","East Asia & Pacific","China",2001,"ESGcompr",109.58
"Upper middle income","East Asia & Pacific","China",2002,"Urbanr",145.45
"Upper middle income","East Asia & Pacific","China",2002,"AgingPopr",126.79
"Upper middle income","East Asia & Pacific","China",2002,"FemLabr",99.34
"Upper middle income","East Asia & Pacific","China",2002,"Unemployr",175
"Upper middle income","East Asia & Pacific","China",2002,"GDPgr",233.69
"Upper middle income","East Asia & Pacific","China",2002,"GDPpcapr",361.3
"Upper middle income","East Asia & Pacific","China",2002,"FDIGDPr",373.49
"Upper middle income","East Asia & Pacific","China",2002,"FDIusdr",1760.99
"Upper middle income","East Asia & Pacific","China",2002,"HDIr",121.76
"Upper middle income","East Asia & Pacific","China",2002,"LEIr",105.95
"Upper middle income","East Asia & Pacific","China",2002,"IncIr",137.62
"Upper middle income","East Asia & Pacific","China",2002,"EduIr",123.46
"Upper middle income","East Asia & Pacific","China",2002,"EPIr",110.02
"Upper middle income","East Asia & Pacific","China",2002,"EFIr",101.54
"Upper middle income","East Asia & Pacific","China",2002,"ESGcompr",111.12
"Upper middle income","East Asia & Pacific","China",2003,"Urbanr",150.76
"Upper middle income","East Asia & Pacific","China",2003,"AgingPopr",128.57
"Upper middle income","East Asia & Pacific","China",2003,"FemLabr",99.12
"Upper middle income","East Asia & Pacific","China",2003,"Unemployr",191.67
"Upper middle income","East Asia & Pacific","China",2003,"GDPgr",256.85
"Upper middle income","East Asia & Pacific","China",2003,"GDPpcapr",405.38
"Upper middle income","East Asia & Pacific","China",2003,"FDIGDPr",360.9
"Upper middle income","East Asia & Pacific","China",2003,"FDIusdr",1860.93
"Upper middle income","East Asia & Pacific","China",2003,"HDIr",124.15
"Upper middle income","East Asia & Pacific","China",2003,"LEIr",106.61
"Upper middle income","East Asia & Pacific","China",2003,"IncIr",141.02
"Upper middle income","East Asia & Pacific","China",2003,"EduIr",126.91
"Upper middle income","East Asia & Pacific","China",2003,"EPIr",108.68
"Upper middle income","East Asia & Pacific","China",2003,"EFIr",101.15
"Upper middle income","East Asia & Pacific","China",2003,"ESGcompr",111.65
"Upper middle income","East Asia & Pacific","China",2004,"Urbanr",155.68
"Upper middle income","East Asia & Pacific","China",2004,"AgingPopr",132.14
"Upper middle income","East Asia & Pacific","China",2004,"FemLabr",98.89
"Upper middle income","East Asia & Pacific","China",2004,"Unemployr",187.5
"Upper middle income","East Asia & Pacific","China",2004,"GDPgr",258.79
"Upper middle income","East Asia & Pacific","China",2004,"GDPpcapr",474.6
"Upper middle income","East Asia & Pacific","China",2004,"FDIGDPr",360.51
"Upper middle income","East Asia & Pacific","China",2004,"FDIusdr",2263.63
"Upper middle income","East Asia & Pacific","China",2004,"HDIr",125.95
"Upper middle income","East Asia & Pacific","China",2004,"LEIr",107.28
"Upper middle income","East Asia & Pacific","China",2004,"IncIr",144.42
"Upper middle income","East Asia & Pacific","China",2004,"EduIr",128.89
"Upper middle income","East Asia & Pacific","China",2004,"EPIr",103.18
"Upper middle income","East Asia & Pacific","China",2004,"EFIr",100.96
"Upper middle income","East Asia & Pacific","China",2004,"ESGcompr",111.19
"Upper middle income","East Asia & Pacific","China",2005,"Urbanr",160.98
"Upper middle income","East Asia & Pacific","China",2005,"AgingPopr",133.93
"Upper middle income","East Asia & Pacific","China",2005,"FemLabr",98.67
"Upper middle income","East Asia & Pacific","China",2005,"Unemployr",187.5
"Upper middle income","East Asia & Pacific","China",2005,"GDPgr",291.67
"Upper middle income","East Asia & Pacific","China",2005,"GDPpcapr",551.59
"Upper middle income","East Asia & Pacific","China",2005,"FDIGDPr",471.3
"Upper middle income","East Asia & Pacific","China",2005,"FDIusdr",3401.55
"Upper middle income","East Asia & Pacific","China",2005,"HDIr",128.34
"Upper middle income","East Asia & Pacific","China",2005,"LEIr",107.8
"Upper middle income","East Asia & Pacific","China",2005,"IncIr",148.06
"Upper middle income","East Asia & Pacific","China",2005,"EduIr",132.1
"Upper middle income","East Asia & Pacific","China",2005,"EPIr",93.31
"Upper middle income","East Asia & Pacific","China",2005,"EFIr",103.27
"Upper middle income","East Asia & Pacific","China",2005,"ESGcompr",110.79
"Upper middle income","East Asia & Pacific","China",2006,"Urbanr",166.29
"Upper middle income","East Asia & Pacific","China",2006,"AgingPopr",135.71
"Upper middle income","East Asia & Pacific","China",2006,"FemLabr",98.45
"Upper middle income","East Asia & Pacific","China",2006,"Unemployr",183.33
"Upper middle income","East Asia & Pacific","China",2006,"GDPgr",325.55
"Upper middle income","East Asia & Pacific","China",2006,"GDPpcapr",660.37
"Upper middle income","East Asia & Pacific","China",2006,"FDIGDPr",466.58
"Upper middle income","East Asia & Pacific","China",2006,"FDIusdr",3769.28
